"Provider","PotentialFraud"
"PRV56408","No"
"PRV56410","No"
"PRV56411","No"
"PRV56412","No"
"PRV56413","No"
"PRV56414","No"
"PRV56415","No"
"PRV56416","Yes"
"PRV56417","No"
"PRV56418","No"
"PRV56421","Yes"
"PRV56423","No"
"PRV56425","Yes"
"PRV56426","No"
"PRV56427","No"
"PRV56428","Yes"
"PRV56430","No"
"PRV56432","No"
"PRV56433","No"
"PRV56435","Yes"
"PRV56437","Yes"
"PRV56438","Yes"
"PRV56439","No"
"PRV56440","No"
"PRV56441","No"
"PRV56442","Yes"
"PRV56444","Yes"
"PRV56445","No"
"PRV56447","Yes"
"PRV56448","No"
"PRV56449","No"
"PRV56451","No"
"PRV56452","No"
"PRV56453","No"
"PRV56454","No"
"PRV56455","No"
"PRV56456","No"
"PRV56458","No"
"PRV56461","No"
"PRV56463","No"
"PRV56464","No"
"PRV56466","No"
"PRV56467","No"
"PRV56468","No"
"PRV56469","No"
"PRV56470","No"
"PRV56471","No"
"PRV56473","No"
"PRV56474","No"
"PRV56475","No"
"PRV56476","No"
"PRV56477","No"
"PRV56478","No"
"PRV56479","No"
"PRV56480","No"
"PRV56481","Yes"
"PRV56482","No"
"PRV56483","No"
"PRV56484","No"
"PRV56485","No"
"PRV56486","No"
"PRV56487","No"
"PRV56489","No"
"PRV56490","No"
"PRV56494","No"
"PRV56495","No"
"PRV56496","No"
"PRV56497","No"
"PRV56498","No"
"PRV56500","No"
"PRV56501","Yes"
"PRV56502","No"
"PRV56504","No"
"PRV56507","No"
"PRV56508","No"
"PRV56509","No"
"PRV56510","No"
"PRV56511","No"
"PRV56512","No"
"PRV56514","No"
"PRV56515","No"
"PRV56517","No"
"PRV56518","No"
"PRV56519","No"
"PRV56521","No"
"PRV56522","No"
"PRV56523","Yes"
"PRV56524","No"
"PRV56525","No"
"PRV56526","No"
"PRV56527","No"
"PRV56528","No"
"PRV56529","No"
"PRV56530","No"
"PRV56531","No"
"PRV56533","No"
"PRV56535","No"
"PRV56536","No"
"PRV56537","No"
"PRV56538","No"
"PRV56539","No"
"PRV56540","No"
"PRV56541","Yes"
"PRV56543","No"
"PRV56544","No"
"PRV56545","No"
"PRV56546","No"
"PRV56547","No"
"PRV56548","No"
"PRV56549","No"
"PRV56550","Yes"
"PRV56551","No"
"PRV56552","No"
"PRV56553","No"
"PRV56554","No"
"PRV56555","No"
"PRV56556","No"
"PRV56557","No"
"PRV56559","No"
"PRV56560","Yes"
"PRV56562","No"
"PRV56563","No"
"PRV56566","Yes"
"PRV56568","No"
"PRV56570","No"
"PRV56571","No"
"PRV56572","No"
"PRV56574","No"
"PRV56575","Yes"
"PRV56576","No"
"PRV56577","No"
"PRV56578","No"
"PRV56579","No"
"PRV56580","No"
"PRV56581","No"
"PRV56582","No"
"PRV56583","No"
"PRV56584","No"
"PRV56585","No"
"PRV56586","No"
"PRV56587","Yes"
"PRV56588","Yes"
"PRV56589","No"
"PRV56590","No"
"PRV56591","Yes"
"PRV56592","Yes"
"PRV56593","No"
"PRV56594","No"
"PRV56595","No"
"PRV56596","No"
"PRV56597","No"
"PRV56598","No"
"PRV56601","No"
"PRV56602","No"
"PRV56603","No"
"PRV56604","No"
"PRV56605","Yes"
"PRV56606","No"
"PRV56607","No"
"PRV56608","Yes"
"PRV56610","No"
"PRV56611","No"
"PRV56613","No"
"PRV56614","No"
"PRV56615","No"
"PRV56616","Yes"
"PRV56618","No"
"PRV56621","No"
"PRV56622","No"
"PRV56624","Yes"
"PRV56625","No"
"PRV56626","No"
"PRV56628","No"
"PRV56630","Yes"
"PRV56632","No"
"PRV56633","No"
"PRV56634","No"
"PRV56635","No"
"PRV56637","No"
"PRV56638","No"
"PRV56639","No"
"PRV56640","No"
"PRV56641","No"
"PRV56642","No"
"PRV56643","No"
"PRV56645","No"
"PRV56647","Yes"
"PRV56648","No"
"PRV56649","Yes"
"PRV56651","No"
"PRV56653","No"
"PRV56654","No"
"PRV56655","No"
"PRV56656","No"
"PRV56657","No"
"PRV56658","No"
"PRV56659","No"
"PRV56660","No"
"PRV56662","No"
"PRV56663","No"
"PRV56664","No"
"PRV56667","No"
"PRV56668","Yes"
"PRV56669","Yes"
"PRV56671","No"
"PRV56672","No"
"PRV56673","No"
"PRV56674","No"
"PRV56675","No"
"PRV56677","No"
"PRV56679","No"
"PRV56680","No"
"PRV56681","No"
"PRV56682","No"
"PRV56683","No"
"PRV56684","No"
"PRV56685","Yes"
"PRV56686","No"
"PRV56687","No"
"PRV56688","No"
"PRV56689","Yes"
"PRV56691","No"
"PRV56693","No"
"PRV56694","No"
"PRV56696","No"
"PRV56697","No"
"PRV56699","No"
"PRV56700","No"
"PRV56701","No"
"PRV56702","No"
"PRV56703","No"
"PRV56705","No"
"PRV56706","Yes"
"PRV56707","No"
"PRV56708","No"
"PRV56710","No"
"PRV56711","Yes"
"PRV56712","No"
"PRV56713","No"
"PRV56715","No"
"PRV56716","No"
"PRV56717","No"
"PRV56718","No"
"PRV56719","Yes"
"PRV56720","No"
"PRV56721","No"
"PRV56722","No"
"PRV56723","No"
"PRV56724","No"
"PRV56725","No"
"PRV56726","No"
"PRV56728","No"
"PRV56729","No"
"PRV56730","Yes"
"PRV56731","Yes"
"PRV56732","Yes"
"PRV56733","No"
"PRV56734","No"
"PRV56735","No"
"PRV56738","No"
"PRV56739","No"
"PRV56740","No"
"PRV56741","No"
"PRV56742","No"
"PRV56743","No"
"PRV56745","No"
"PRV56746","No"
"PRV56747","No"
"PRV56748","Yes"
"PRV56749","No"
"PRV56750","No"
"PRV56751","No"
"PRV56752","No"
"PRV56753","No"
"PRV56754","No"
"PRV56755","No"
"PRV56758","No"
"PRV56759","No"
"PRV56760","No"
"PRV56761","No"
"PRV56762","No"
"PRV56763","No"
"PRV56764","No"
"PRV56765","No"
"PRV56766","No"
"PRV56767","No"
"PRV56768","No"
"PRV56769","No"
"PRV56771","No"
"PRV56772","No"
"PRV56773","No"
"PRV56774","No"
"PRV56775","No"
"PRV56777","No"
"PRV56778","No"
"PRV56780","No"
"PRV56782","No"
"PRV56783","No"
"PRV56784","No"
"PRV56788","No"
"PRV56789","No"
"PRV56790","No"
"PRV56791","No"
"PRV56792","No"
"PRV56793","No"
"PRV56796","No"
"PRV56797","No"
"PRV56798","No"
"PRV56800","No"
"PRV56801","No"
"PRV56802","No"
"PRV56803","No"
"PRV56805","No"
"PRV56807","No"
"PRV56808","Yes"
"PRV56809","No"
"PRV56810","No"
"PRV56811","No"
"PRV56813","No"
"PRV56816","No"
"PRV56818","No"
"PRV56819","No"
"PRV56820","No"
"PRV56821","No"
"PRV56823","No"
"PRV56824","No"
"PRV56826","No"
"PRV56828","No"
"PRV56829","No"
"PRV56830","No"
"PRV56831","No"
"PRV56832","No"
"PRV56833","No"
"PRV56834","No"
"PRV56835","No"
"PRV56836","No"
"PRV56837","No"
"PRV56839","No"
"PRV56840","No"
"PRV56843","No"
"PRV56845","No"
"PRV56846","No"
"PRV56850","No"
"PRV56851","No"
"PRV56852","No"
"PRV56853","No"
"PRV56854","No"
"PRV56855","No"
"PRV56856","No"
"PRV56857","No"
"PRV56858","No"
"PRV56860","No"
"PRV56861","No"
"PRV56862","No"
"PRV56863","No"
"PRV56864","No"
"PRV56866","No"
"PRV56867","No"
"PRV56868","No"
"PRV56869","No"
"PRV56870","No"
"PRV56871","No"
"PRV56873","No"
"PRV56877","Yes"
"PRV56878","No"
"PRV56879","No"
"PRV56880","No"
"PRV56881","No"
"PRV56882","No"
"PRV56884","No"
"PRV56885","No"
"PRV56886","No"
"PRV56887","No"
"PRV56888","No"
"PRV56889","No"
"PRV56890","No"
"PRV56891","No"
"PRV56892","No"
"PRV56893","No"
"PRV56894","No"
"PRV56895","No"
"PRV56896","No"
"PRV56897","No"
"PRV56900","No"
"PRV56901","No"
"PRV56902","No"
"PRV56903","No"
"PRV56904","No"
"PRV56905","No"
"PRV56906","No"
"PRV56907","No"
"PRV56908","No"
"PRV56909","No"
"PRV56910","No"
"PRV56912","No"
"PRV56914","No"
"PRV56915","No"
"PRV56916","No"
"PRV56917","No"
"PRV56918","Yes"
"PRV56919","No"
"PRV56920","No"
"PRV56923","No"
"PRV56926","No"
"PRV56928","No"
"PRV56929","No"
"PRV56930","No"
"PRV56931","No"
"PRV56932","No"
"PRV56933","No"
"PRV56934","No"
"PRV56935","No"
"PRV56937","No"
"PRV56938","No"
"PRV56939","No"
"PRV56941","No"
"PRV56942","No"
"PRV56944","No"
"PRV56945","No"
"PRV56946","No"
"PRV56947","No"
"PRV56948","No"
"PRV56949","No"
"PRV56950","No"
"PRV56951","No"
"PRV56953","No"
"PRV56954","No"
"PRV56956","No"
"PRV56957","No"
"PRV56958","No"
"PRV56960","No"
"PRV56963","No"
"PRV56964","No"
"PRV56965","No"
"PRV56966","No"
"PRV56967","No"
"PRV56969","No"
"PRV56970","No"
"PRV56971","No"
"PRV56972","No"
"PRV56973","No"
"PRV56974","No"
"PRV56976","No"
"PRV56977","No"
"PRV56978","No"
"PRV56980","No"
"PRV56981","No"
"PRV56982","No"
"PRV56984","No"
"PRV56985","No"
"PRV56986","No"
"PRV56987","No"
"PRV56988","No"
"PRV56989","No"
"PRV56990","No"
"PRV56991","No"
"PRV56992","No"
"PRV56993","No"
"PRV56995","No"
"PRV56996","No"
"PRV56997","No"
"PRV56998","No"
"PRV56999","No"
"PRV57000","No"
"PRV57002","No"
"PRV57004","No"
"PRV57005","No"
"PRV57006","No"
"PRV57010","No"
"PRV57011","No"
"PRV57013","No"
"PRV57014","No"
"PRV57015","No"
"PRV57016","No"
"PRV57017","Yes"
"PRV57018","Yes"
"PRV57020","No"
"PRV57021","Yes"
"PRV57023","No"
"PRV57024","No"
"PRV57025","Yes"
"PRV57030","Yes"
"PRV57031","No"
"PRV57033","No"
"PRV57034","No"
"PRV57036","No"
"PRV57038","No"
"PRV57039","No"
"PRV57041","No"
"PRV57043","No"
"PRV57046","No"
"PRV57047","No"
"PRV57048","No"
"PRV57049","Yes"
"PRV57051","No"
"PRV57052","No"
"PRV57053","No"
"PRV57054","No"
"PRV57056","No"
"PRV57057","No"
"PRV57058","No"
"PRV57059","No"
"PRV57061","No"
"PRV57062","No"
"PRV57063","No"
"PRV57067","No"
"PRV57069","No"
"PRV57072","No"
"PRV57073","No"
"PRV57074","No"
"PRV57075","No"
"PRV57076","No"
"PRV57077","No"
"PRV57078","No"
"PRV57080","No"
"PRV57081","No"
"PRV57082","No"
"PRV57084","No"
"PRV57085","No"
"PRV57086","No"
"PRV57087","No"
"PRV57088","No"
"PRV57089","No"
"PRV57091","No"
"PRV57092","No"
"PRV57093","No"
"PRV57094","No"
"PRV57096","Yes"
"PRV57097","No"
"PRV57098","No"
"PRV57099","No"
"PRV57100","No"
"PRV57101","No"
"PRV57102","No"
"PRV57103","Yes"
"PRV57104","Yes"
"PRV57105","No"
"PRV57107","No"
"PRV57108","No"
"PRV57109","No"
"PRV57110","No"
"PRV57112","No"
"PRV57113","No"
"PRV57115","No"
"PRV57116","No"
"PRV57117","Yes"
"PRV57118","No"
"PRV57119","No"
"PRV57120","No"
"PRV57121","No"
"PRV57122","No"
"PRV57124","No"
"PRV57125","No"
"PRV57126","No"
"PRV57127","No"
"PRV57128","No"
"PRV57129","No"
"PRV57130","No"
"PRV57131","No"
"PRV57132","No"
"PRV57133","No"
"PRV57134","No"
"PRV57136","No"
"PRV57137","No"
"PRV57138","No"
"PRV57139","No"
"PRV57140","No"
"PRV57141","No"
"PRV57142","No"
"PRV57143","No"
"PRV57144","No"
"PRV57145","No"
"PRV57146","No"
"PRV57147","No"
"PRV57148","No"
"PRV57149","No"
"PRV57150","No"
"PRV57151","No"
"PRV57152","No"
"PRV57153","No"
"PRV57154","No"
"PRV57156","No"
"PRV57157","No"
"PRV57158","Yes"
"PRV57159","No"
"PRV57160","No"
"PRV57161","No"
"PRV57162","Yes"
"PRV57165","No"
"PRV57166","Yes"
"PRV57167","Yes"
"PRV57168","No"
"PRV57169","No"
"PRV57170","Yes"
"PRV57171","No"
"PRV57172","Yes"
"PRV57173","Yes"
"PRV57174","No"
"PRV57175","No"
"PRV57176","No"
"PRV57177","Yes"
"PRV57179","Yes"
"PRV57181","No"
"PRV57182","No"
"PRV57183","No"
"PRV57184","No"
"PRV57185","Yes"
"PRV57186","No"
"PRV57187","No"
"PRV57188","No"
"PRV57189","Yes"
"PRV57190","No"
"PRV57191","Yes"
"PRV57192","No"
"PRV57193","No"
"PRV57194","No"
"PRV57196","No"
"PRV57197","No"
"PRV57198","No"
"PRV57199","No"
"PRV57200","No"
"PRV57202","No"
"PRV57203","No"
"PRV57204","Yes"
"PRV57205","No"
"PRV57206","Yes"
"PRV57207","No"
"PRV57208","No"
"PRV57209","Yes"
"PRV57210","Yes"
"PRV57211","No"
"PRV57212","No"
"PRV57213","No"
"PRV57215","No"
"PRV57216","No"
"PRV57217","No"
"PRV57218","No"
"PRV57219","No"
"PRV57223","Yes"
"PRV57224","No"
"PRV57225","No"
"PRV57227","No"
"PRV57228","No"
"PRV57230","Yes"
"PRV57231","No"
"PRV57232","No"
"PRV57233","No"
"PRV57234","No"
"PRV57235","No"
"PRV57236","No"
"PRV57238","No"
"PRV57239","No"
"PRV57240","No"
"PRV57241","No"
"PRV57242","No"
"PRV57244","No"
"PRV57245","No"
"PRV57246","No"
"PRV57247","No"
"PRV57248","No"
"PRV57250","No"
"PRV57251","No"
"PRV57252","No"
"PRV57253","No"
"PRV57255","No"
"PRV57256","No"
"PRV57257","No"
"PRV57259","No"
"PRV57261","No"
"PRV57262","No"
"PRV57263","No"
"PRV57264","No"
"PRV57265","No"
"PRV57266","No"
"PRV57269","No"
"PRV57270","No"
"PRV57272","No"
"PRV57273","No"
"PRV57274","No"
"PRV57275","No"
"PRV57276","No"
"PRV57277","No"
"PRV57278","No"
"PRV57280","No"
"PRV57282","Yes"
"PRV57283","No"
"PRV57284","Yes"
"PRV57285","No"
"PRV57286","No"
"PRV57287","No"
"PRV57288","No"
"PRV57289","No"
"PRV57290","No"
"PRV57291","No"
"PRV57293","No"
"PRV57294","No"
"PRV57295","Yes"
"PRV57297","Yes"
"PRV57298","No"
"PRV57299","No"
"PRV57301","No"
"PRV57302","No"
"PRV57303","No"
"PRV57304","No"
"PRV57305","No"
"PRV57306","Yes"
"PRV57307","No"
"PRV57308","No"
"PRV57309","No"
"PRV57310","Yes"
"PRV57311","No"
"PRV57312","Yes"
"PRV57313","No"
"PRV57314","No"
"PRV57315","No"
"PRV57316","No"
"PRV57317","Yes"
"PRV57318","No"
"PRV57319","No"
"PRV57320","No"
"PRV57321","No"
"PRV57322","No"
"PRV57324","No"
"PRV57325","No"
"PRV57326","No"
"PRV57327","No"
"PRV57328","No"
"PRV57329","No"
"PRV57330","No"
"PRV57331","No"
"PRV57332","No"
"PRV57333","No"
"PRV57334","No"
"PRV57335","Yes"
"PRV57336","No"
"PRV57339","No"
"PRV57340","No"
"PRV57341","Yes"
"PRV57343","No"
"PRV57344","Yes"
"PRV57345","Yes"
"PRV57346","No"
"PRV57347","No"
"PRV57348","No"
"PRV57350","No"
"PRV57351","No"
"PRV57352","No"
"PRV57354","No"
"PRV57355","No"
"PRV57356","No"
"PRV57357","No"
"PRV57358","No"
"PRV57359","No"
"PRV57361","No"
"PRV57363","No"
"PRV57364","No"
"PRV57365","No"
"PRV57366","No"
"PRV57367","No"
"PRV57368","No"
"PRV57369","No"
"PRV57371","No"
"PRV57372","No"
"PRV57373","No"
"PRV57374","No"
"PRV57375","No"
"PRV57376","No"
"PRV57378","No"
"PRV57379","No"
"PRV57380","No"
"PRV57381","No"
"PRV57382","No"
"PRV57385","No"
"PRV57386","No"
"PRV57388","No"
"PRV57389","No"
"PRV57390","No"
"PRV57391","No"
"PRV57392","No"
"PRV57393","No"
"PRV57394","No"
"PRV57396","No"
"PRV57397","No"
"PRV57398","No"
"PRV57399","No"
"PRV57400","No"
"PRV57401","No"
"PRV57402","No"
"PRV57403","No"
"PRV57404","No"
"PRV57405","No"
"PRV57406","No"
"PRV57407","No"
"PRV57408","No"
"PRV57409","Yes"
"PRV57410","No"
"PRV57411","No"
"PRV57412","No"
"PRV57413","No"
"PRV57414","No"
"PRV57415","No"
"PRV57416","No"
"PRV57417","No"
"PRV57419","No"
"PRV57421","No"
"PRV57422","No"
"PRV57423","No"
"PRV57424","No"
"PRV57425","Yes"
"PRV57426","No"
"PRV57427","No"
"PRV57429","No"
"PRV57431","No"
"PRV57432","No"
"PRV57433","No"
"PRV57434","No"
"PRV57435","No"
"PRV57436","No"
"PRV57437","No"
"PRV57438","No"
"PRV57440","No"
"PRV57441","No"
"PRV57443","No"
"PRV57444","No"
"PRV57445","No"
"PRV57446","No"
"PRV57447","No"
"PRV57448","No"
"PRV57449","No"
"PRV57450","No"
"PRV57452","No"
"PRV57453","No"
"PRV57454","No"
"PRV57455","No"
"PRV57456","No"
"PRV57459","No"
"PRV57460","No"
"PRV57461","No"
"PRV57462","No"
"PRV57463","No"
"PRV57464","No"
"PRV57465","No"
"PRV57467","No"
"PRV57468","No"
"PRV57469","No"
"PRV57470","No"
"PRV57471","No"
"PRV57472","No"
"PRV57473","No"
"PRV57474","No"
"PRV57475","No"
"PRV57476","No"
"PRV57477","No"
"PRV57479","No"
"PRV57481","Yes"
"PRV57484","No"
"PRV57485","No"
"PRV57486","No"
"PRV57487","No"
"PRV57488","No"
"PRV57489","No"
"PRV57490","No"
"PRV57491","No"
"PRV57492","No"
"PRV57495","Yes"
"PRV57496","No"
"PRV57499","No"
"PRV57500","No"
"PRV57501","No"
"PRV57502","Yes"
"PRV57504","No"
"PRV57507","No"
"PRV57509","No"
"PRV57510","No"
"PRV57512","No"
"PRV57514","No"
"PRV57515","No"
"PRV57516","No"
"PRV57517","No"
"PRV57518","No"
"PRV57519","No"
"PRV57520","No"
"PRV57521","No"
"PRV57522","No"
"PRV57523","No"
"PRV57525","Yes"
"PRV57526","No"
"PRV57527","Yes"
"PRV57528","Yes"
"PRV57529","No"
"PRV57530","No"
"PRV57531","No"
"PRV57532","No"
"PRV57533","No"
"PRV57534","No"
"PRV57536","No"
"PRV57539","No"
"PRV57540","No"
"PRV57541","No"
"PRV57542","No"
"PRV57543","Yes"
"PRV57544","No"
"PRV57545","No"
"PRV57546","No"
"PRV57547","Yes"
"PRV57548","Yes"
"PRV57549","No"
"PRV57550","No"
"PRV57551","No"
"PRV57552","No"
"PRV57553","No"
"PRV57555","No"
"PRV57557","No"
"PRV57558","No"
"PRV57560","No"
"PRV57561","No"
"PRV57563","No"
"PRV57564","No"
"PRV57565","No"
"PRV57567","No"
"PRV57568","No"
"PRV57569","Yes"
"PRV57570","No"
"PRV57571","No"
"PRV57572","No"
"PRV57573","No"
"PRV57574","No"
"PRV57575","No"
"PRV57576","No"
"PRV57577","No"
"PRV57578","No"
"PRV57580","No"
"PRV57581","No"
"PRV57583","No"
"PRV57584","No"
"PRV57585","No"
"PRV57586","No"
"PRV57588","No"
"PRV57590","No"
"PRV57592","No"
"PRV57593","No"
"PRV57594","No"
"PRV57595","No"
"PRV57596","No"
"PRV57597","No"
"PRV57598","No"
"PRV57599","No"
"PRV57600","No"
"PRV57601","No"
"PRV57602","No"
"PRV57603","No"
"PRV57605","No"
"PRV57609","No"
"PRV57610","No"
"PRV57611","No"
"PRV57612","No"
"PRV57613","No"
"PRV57614","No"
"PRV57615","No"
"PRV57616","No"
"PRV57617","No"
"PRV57618","No"
"PRV57619","No"
"PRV57623","No"
"PRV57624","No"
"PRV57625","No"
"PRV57626","No"
"PRV57627","No"
"PRV57629","No"
"PRV57630","No"
"PRV57631","Yes"
"PRV57632","No"
"PRV57633","No"
"PRV57634","No"
"PRV57635","No"
"PRV57636","No"
"PRV57638","No"
"PRV57639","No"
"PRV57640","No"
"PRV57641","No"
"PRV57642","Yes"
"PRV57643","No"
"PRV57645","No"
"PRV57646","No"
"PRV57647","No"
"PRV57650","No"
"PRV57651","No"
"PRV57652","No"
"PRV57653","No"
"PRV57654","No"
"PRV57655","No"
"PRV57657","No"
"PRV57658","No"
"PRV57659","No"
"PRV57660","No"
"PRV57662","No"
"PRV57663","No"
"PRV57667","Yes"
"PRV57668","No"
"PRV57669","No"
"PRV57670","No"
"PRV57671","No"
"PRV57672","Yes"
"PRV57673","No"
"PRV57674","No"
"PRV57675","No"
"PRV57676","No"
"PRV57677","No"
"PRV57678","No"
"PRV57679","No"
"PRV57680","No"
"PRV57682","No"
"PRV57683","No"
"PRV57684","No"
"PRV57686","No"
"PRV57687","No"
"PRV57688","No"
"PRV57689","No"
"PRV57690","No"
"PRV57691","No"
"PRV57692","No"
"PRV57693","No"
"PRV57694","No"
"PRV57696","No"
"PRV57697","Yes"
"PRV57699","No"
"PRV57700","No"
"PRV57701","No"
"PRV57702","No"
"PRV57704","No"
"PRV57705","No"
"PRV57706","No"
"PRV57707","No"
"PRV57709","Yes"
"PRV57710","No"
"PRV57711","No"
"PRV57712","No"
"PRV57714","No"
"PRV57715","No"
"PRV57716","No"
"PRV57717","No"
"PRV57718","No"
"PRV57719","No"
"PRV57720","No"
"PRV57721","No"
"PRV57722","No"
"PRV57723","No"
"PRV57724","No"
"PRV57725","No"
"PRV57727","No"
"PRV57728","No"
"PRV57729","No"
"PRV57730","No"
"PRV57731","No"
"PRV57732","No"
"PRV57733","No"
"PRV57734","No"
"PRV57735","No"
"PRV57736","No"
"PRV57737","No"
"PRV57738","No"
"PRV57739","No"
"PRV57740","No"
"PRV57741","No"
"PRV57742","No"
"PRV57743","No"
"PRV57744","No"
"PRV57746","No"
"PRV57747","No"
"PRV57748","No"
"PRV57751","No"
"PRV57752","No"
"PRV57753","No"
"PRV57754","No"
"PRV57755","No"
"PRV57756","No"
"PRV57757","No"
"PRV57758","No"
"PRV57759","No"
"PRV57760","No"
"PRV57761","No"
"PRV57762","No"
"PRV57763","No"
