chunk_id,document,text,chunk_length
medical_oncology_handbook_june_2020_edition.pdf_69,medical_oncology_handbook_june_2020_edition.pdf,"36 
 
generally reserved for patients with high volume disease (including visceral 
disease) or suggestion of aggressive clinical course. 
Later lines of therapy can include taxanes, gemcitabine, capecitabine, 
vinorelbine and eribulin.  Choices may be influenced by patient and physician 
preferences, previous chemotherapy exposure and patient fitness.  For further 
detailed information on these protocols, visit eviQ website.  
• In Her 2 positive disease, Taxanes can be combined with Trastuzumab and 
Pertuzumab as initial treatment.  
Second line treatment may include TDM1 (Trastuzumab emtansine). If 
progression on TDM-1, use Lapatanib/capecitabine and Herceptin/ 
chemotherapy.",688
medical_oncology_handbook_june_2020_edition.pdf_70,medical_oncology_handbook_june_2020_edition.pdf,"37 
 
Cancers of the Gastro-Intestinal Tract 
Anal Cancer 
 
Majority of patients are treated with concurrent chemo-radiation. This requires PICC 
insertion and CADD pump for delivery of continuous infusion 5- Fluorouracil. 
 
Regimen:  
Mitomycin C on Day 1 and 5-Fluorouracil on Days 1 to 4 and 29 to 32 along 
with radiation for 5-6 weeks (standard of care). 
 
Mitomycin C can be substituted with Cisplatin (if patient has hypersensitivity to 
mitomycin or has any coagulation or bleeding disorders or thrombocytopenia). 
If patient cannot have PICC for some reason 5-Fluorouracil can be substituted 
with Capecitabine.  
 
Metastatic Anal Cancer: Different chemotherapies can be used such as, 
Carboplatin & Paclitaxel (weekly/three weekly), 5Fu & Cisplatin, FOLCIS 
(5Fu, leucovorin & Cisplatin), mFOLFOX, mDCF. 
 
Gastro-Oesophageal and Gastric Cancer 
 
Definitive Concurrent Chemo-Radiation 
 
For those not suitable for surgery:",938
medical_oncology_handbook_june_2020_edition.pdf_71,medical_oncology_handbook_june_2020_edition.pdf,"Definitive Concurrent Chemo-Radiation 
 
For those not suitable for surgery:  
Cisplatin and 5-Fluoruracil along with radiation (2 cycles) 
 
Neo-adjuvant chemoradiation: 
 
Weekly Carboplatin and Taxol 
Alternatively, Cisplatin and 5-Fluorouracil with radiation. 
 
Peri-operative chemotherapy: 
 
For adenocarcinoma of lower oesophagus, gastro-oesophageal junction and stomach. 
4 cycles FLOT pre and post resection. 
or, 3 cycles of ECF/ EOX pre and post resection. 
or 2 x cis/5fu pre & post resection. 
 
Advanced or Metastatic Carcinoma of Gastro-oesophageal Junction/Stomach: 
 
Different single agent/combination regimens can be used depending on existing co-
morbidities. Many regimens can be used for both adenocarcino and squamous cell 
carcinoma.  
Combination: FOLFOX 6 or XELOX 
Single agents: Docetaxel, paclitaxel, irinotecan 
 
For HER-2 positive adenocarcinoma – Add Trastuzumab (Herceptin).",909
medical_oncology_handbook_june_2020_edition.pdf_72,medical_oncology_handbook_june_2020_edition.pdf,"38 
 
 
CERS OF THE GASTRO-INTESTINAL TRAC 
Biliary and Gall Bladder  
Outcome is usually poor in patients with multiple co -morbidities and poor performance 
status. In these cases, omitting chemotherapy from management plans may be prudent. 
• Adjuvant therapy for node positive disease– fluoropyrimidine or Gemcitabine 
based chemotherapy (eg: Cisplatin or Carboplatin/Gemcitabine). 
Consider chemoradiation for margin-positive or node positive cancer. 
• Metastatic/inoperable – Same regimens as adjuvant therapy. 
Hepatocellular carcinoma  
• Limited disease: Operable or locoregional therapy available 
• Inoperable or not suitable for locoregional therapy: Lenvatinib or Sorafenib 
in Child-Pugh A patients). Role of systemic chemotherapy is not established. 
 
Metastatic Neuro-endocrine Tumours of Gastro-intestinal Tract  
• Grade I/II – Sandostatin/Lanreotide. On progression capecitabine and 
temozolomide.",918
medical_oncology_handbook_june_2020_edition.pdf_73,medical_oncology_handbook_june_2020_edition.pdf,"• Grade I/II – Sandostatin/Lanreotide. On progression capecitabine and 
temozolomide.  
      Everolimus or sunitinib can be used for pancreatic Grade I/II tumours. 
• Grade III – Carboplatin and etoposide or cisplatin and etoposide.  
Adeno-carcinoma of Pancreas  
Role of neoadjuvant therapy continues to evolve, and this is usually not standard practice 
outside of clinical trial settings except where an MDT strongly recommends this 
approach. Outcome is usually poor in patients with multiple co -morbidities and poor 
performance status. In these cases, omitting chemotherapy from management plans may 
be prudent. 
 
• Adjuvant – modified FOLFORINOX x 6 months or Capecitabine + 
Gemcitabine. 
• Advanced/metastatic – If disease recurrence occurs after 6 months of 
completing adjuvant therapy, same regimen could be considered. In good 
performance patients with minimal co-morbidities, m FOLFIRINOX or 
Gemcitabine and nab-Paclitaxel. After 4-6 months, less intensive components",988
medical_oncology_handbook_june_2020_edition.pdf_74,medical_oncology_handbook_june_2020_edition.pdf,"Gemcitabine and nab-Paclitaxel. After 4-6 months, less intensive components 
could be maintained.",97
medical_oncology_handbook_june_2020_edition.pdf_75,medical_oncology_handbook_june_2020_edition.pdf,"39 
 
In poor performance patients, BSC alone or single agent regimens such as 
gemcitabine may be appropriate. 
 
 
 Colon Cancer  
Stage I and II surgery alone.  
Stage II with adverse features is treated as stage III with adjuvant chemotherapy. 
Adverse features are – poorly differentiated histology, lympho-vascular invasion, 
bowel obstruction, perforation, fewer than 12 lymph nodes in the resected 
specimen, perineural invasion, close or positive margins. 
Adjuvant chemotherapy is for six months. However, in low risk patients (T1-3 
N1) shorter duration (three months) of adjuvant XELOX (CAPOX) is equivalent 
to six months of XELOX in efficacy with less neurotoxicity. If using mFOLFOX 
recommendation is for six months of treatment. For High risk features, 
recommendation is for six months of treatment. 
Regimens: Different schedules of calcium leucovorin and 5 fluorouracil, 
Capecitabine, FOLFOX & XELOX.",921
medical_oncology_handbook_june_2020_edition.pdf_76,medical_oncology_handbook_june_2020_edition.pdf,"Capecitabine, FOLFOX & XELOX. 
Metastatic cancer: Any adjuvant regimen can be used in metastatic setting. Other 
regimens are Irinotecan, FOLFIRI, FOLFOXIRI, XELIRI. 
Assess patients with imaging after 3 cycles of chemotherapy for respectability of 
lesions. Discuss in GI multi-disciplinary meetings. Some of the patients with few 
metastases may eventually be curable.  
Bevacizumab is usually combined to different chemotherapy regimens in 
metastatic setting unless contra-indicated. 
Patients with KRAS wild type tumours have additional option of having 
Cetuximab/Panitumumab added to chemotherapy regimen. 
 
Rectal Cancer 
Most of the patients are treated with neo-adjuvant concurrent chemo-radiotherapy. 
Chemotherapy consists of continuous infusion 5 -Fluorouracil through PICC line or oral 
capecitabine. If the patient did not receive neo -adjuvant treatment it may be given post -
operatively for T3/T4 or node positive tumours.",941
medical_oncology_handbook_june_2020_edition.pdf_77,medical_oncology_handbook_june_2020_edition.pdf,"40 
 
For those who had neo-adjuvant treatment further adjuvant chemotherapy is offered post-
operatively in the form of leucovorin-5-Fluorouracil/capecitabine to complete six months 
of perioperative chemotherapy. 
FOLFOX is currently not approved for rectal cancer. 
 
Metastatic rectal cancer 
All the regimens used in colonic cancer can be used in metastatic rectal cancer including 
Bevacizumab, cetuximab and panitumumab. 
Assess patients with imag ing after 3 cycles of chemotherapy for res ectability of 
lesions. Discuss in GI multi-disciplinary meetings. Some of the patients with few 
metastases may eventually be curable.  
 
Gastro-Intestinal Stromal Tumours (GIST)  
• Adjuvant – for those with high risk features – Imatinib for 3 years. 
High Risk Features are: Primary GIST greater than 5 cm with a mitotic count of 
greater than 5/50 high power fields (HPF); or 
Primary GIST greater than 10 cm with any mitotic rate; or",937
medical_oncology_handbook_june_2020_edition.pdf_78,medical_oncology_handbook_june_2020_edition.pdf,"Primary GIST greater than 10 cm with any mitotic rate; or 
Primary GIST with a mitotic count of greater than 10/50 HPF 
• Metastatic -   Imatinib. Sunitinib can be used when progress on Imatinib.",195
medical_oncology_handbook_june_2020_edition.pdf_79,medical_oncology_handbook_june_2020_edition.pdf,"41 
 
GBM 
• Surgery is for resectable disease. 
• For resected GBM, Temazolamide with RT and 4 weeks later, 5days per 
month for 6 months of Temazolamide improves survival.  
Temazolamide: 
• With RT- 75mg/m2/day M-F. 
• After RT or on its own for palliation- 150-200 mg/m2/day for 5 days a 
month. 
Check platelets mid cycle as a caution. 
Unresectable and incurable GBM - options include Temazolam ide & Avastin 
based combinations. 
GERM CELL TUMOURS  
Stage 1-   
• Normally for stage 1 seminoma (make sure serum AFP normal) - Single 
dose carboplatin AUC 7. Check counts every week for 2 weeks post 
chemotherapy. 
Discuss sperm banking  with patient prior to g iving chemotherapy. However , 
fertility is unlikely to be affected with one cycle of carboplatin. 
• For stage 1 non-seminoma- wait and watch (6 weekly markers and 3 
monthly CTs first 2 years and later relax to 6 monthly scans and 3 monthly 
bloods for another 3 years).",940
medical_oncology_handbook_june_2020_edition.pdf_80,medical_oncology_handbook_june_2020_edition.pdf,"bloods for another 3 years).  
or 2 cycles of BEP for patients who are not reliable for follow up or who move 
around different towns. 
Stage 2 onwards-  
This includes patients with normal scans but have the markers elevated few weeks 
post orchidectomy. 
Seminoma: 
• Stage 2 or stage 3: 
Good prognosis- 3 cycles of BEP. 
Intermediate prognosis- 4x cycles of BEP (only first 3 cycles are with Bleomycin). 
• Non seminoma  
Good prognosis- 3 x cycles of BEP,",460
medical_oncology_handbook_june_2020_edition.pdf_81,medical_oncology_handbook_june_2020_edition.pdf,"42 
 
Intermediate or poor prognosis- 4x cycles of BEP. 
Residual disease/mass after optimal chemotherapy needs to be resected. 
Pre BEP treatment: 
• History of renal, auditory, neuropathy and vascular issues, 
• Lung function test- DLCO and lung volumes, 
• Sperm banking (Semen cryopreservation: In Townsville, this is performed by 
QFG), ELFTS, FBC, LDH and markers. 
(Please discourage smoking). 
• Recurrent GCTs can still be cured by TIP or VIP chemotherapy. 
Prognostic groups: Seminoma: 
 
 Good prognosis Intermediate prognosis 
Primary site any any 
Presence of non 
pulmonary metastasis 
no yes 
Markers (not AFP) any any 
 
If serum AFP is elevated, it is treated as non-seminoma. 
Non-Seminoma: 
 
 Good Intermediate Poor 
Primary site Non mediastinal Non mediastinal mediastinal 
Non pulmonary 
metastasis 
no no yes 
Markers  
AFP <1000 1000-10000 >10000 
B HCG <5000 5000-50000 >50000 
LDH <1.5 x ULN 1.5-10 x ULN >10 x ULN",940
medical_oncology_handbook_june_2020_edition.pdf_82,medical_oncology_handbook_june_2020_edition.pdf,"43 
 
 
HEAD AND NECK CANCER 
• Resectable disease- Surgery. 
For high risk disease, post op radiotherapy with chemotherapy improves survival. 
• Unresectable disease or organ preservation-  
Induction chemotherapy followed by chemoradiotherapy. 
Induction chemotherapy- 2 -3 cycles of TPF. 
Chemoradiotherapy- weekly cisplatin 40mg/m2. 
• *If not fit for weekly cisplatin, abnormal renal function or cardiac issues-  
Cetuximab ( Erbitux) Loading dose 400mg/m2 one week prior to RT and then 
weekly 250mg/m2 weekly  (Discuss with Radiation oncologists for their 
preference). 
They need Phenergan 12.5mg or 25mg as premedications.  
• Metastatic H&N cancer- (Cisplatin or Carboplatin) and 5FU/ Capecitabine 
Second-line -PDL1 antibody Nivolumab. 
LUNG CANCER 
• Non Small Cell Lung cancers: 
*Stage I to III- Surgical resection offers the best chance of cure. 
• For resected stage 1b, II or III -  
Adjuvant chemotherapy with cisplatin  & vinorelbine x 4 cycles to improve",974
medical_oncology_handbook_june_2020_edition.pdf_83,medical_oncology_handbook_june_2020_edition.pdf,"Adjuvant chemotherapy with cisplatin  & vinorelbine x 4 cycles to improve 
survival in fit and <70 years. Carboplatin & paclitaxel is other alternative. 
• *Stage III - 
For patients who are unresectable, chemo-radiation can improve survival. 
• concurrent with radiation-  
Cisplatin with Etoposide is the preferred regimen. Other alternatives are used in 
patients who are unfit for Cisplatin (elderly, renal impairment etc). 
Eg - Carboplatin (AUC 2) and Paclitaxel (50mg.m2) weekly with radiation.  
Post CRT immunotherapy improves outcomes. 
 
Non metastatic pan coast tumours - chemo-radiotherapy followed by surgery. 
• *Stage IV or incurable stage IIIb-  
Always test for oncogenic mutations like EGFR , ALK and ROS -1 in Non 
Squamous NSCLC. If either is positive, treat with EGFR inhibitor ( Afatinib is",813
medical_oncology_handbook_june_2020_edition.pdf_84,medical_oncology_handbook_june_2020_edition.pdf,"44 
 
preferred or Erlotinib or Gefitinib) or ALK inhibitor (Alectinib is preferred or 
Crizotinib).  
• All NSCLCs (non squamous or squamous) should also be tested for PDL -1 by 
IHC (to check for eligibility of using immunotherapy alone as first line treatment). 
If PDL-1 expression >50% and there is no actionable mutation, then single agent 
Pembrolizumab (anti PDL -1) can be offered as upfront treatment (without 
chemotherapy). 
• For NSCLC patients with PDL-1 expression less than 50% and with no actionable 
mutation, consider offering combination of immunotherapy (anti PDL -1) along 
with platinum doublet chemotherapy if performance status is reasonable (ECOG 
<=2). 
• Maintenance Pemetrexed chemotherapy can be considered in patients with Non 
Squamous NSCLC who have not progressed after first line combination 
treatment. 
• All these patients with incurable disease should be considered for clinical trial if 
one is available.",945
medical_oncology_handbook_june_2020_edition.pdf_85,medical_oncology_handbook_june_2020_edition.pdf,"one is available. 
• In select patient groups (e.g elderly with good PS, or patients who have 
contraindication for immunotherapy like significant autoimmune disorder), single 
agent chemotherapy alone is a reasonable option 
Once first line treatment with chemotherapy fails – consider treatment with anti 
PDL-1 antibody (e.g Nivolumab) for 2nd line treatment.  
• Palliative best supportive care is reasonable for patients with poor (ECOG>2) PS. 
Consider early referral to palliative care for all stage IV lung cancer patients 
undergoing active treatment as this has shown to improve survival. 
Small cell lung cancer 
• Limited stage-  
Cisplatin and etoposide x 4 cycles and radiation as early as possible or Carboplatin 
and etoposide for 6 cycles and radiation.  
At the end of the treatment, if no brain mets - Prophylactic cranial irradiation to 
add another 5% survival benefit. 
• Extensive stage- 
Carboplatin and etoposide with immunotherapy for 6 cycles. If complete response",991
medical_oncology_handbook_june_2020_edition.pdf_86,medical_oncology_handbook_june_2020_edition.pdf,"Carboplatin and etoposide with immunotherapy for 6 cycles. If complete response 
that last for 6-12 months, could have re treated. 
• Urgent chemotherapy (with or without  tumour ly sis prophylaxis ) for patients 
presenting with bulky disease and oncology emergency (e.g SVC obstruction).",289
medical_oncology_handbook_june_2020_edition.pdf_87,medical_oncology_handbook_june_2020_edition.pdf,"45 
 
Mesothelioma 
Surgical decortication can be useful in selected patients. 
Otherwise, Carbo AUC 5 or Cisplatin and Pemetrexed every 3 weeks. 
Important- 1 week before Pemetrexed - start VitB12 1000mcg IM every 9 
weeks and folic acid 0.5 mg daily until Pemetrexed is stopped. 
Consider Clinical trial for these patients if available. 
 
 
 
 
MELANOMA 
• Stage I to III - resection of the primary +/- sentinel node biopsy and node 
dissection for node positive disease.  
o Stage IB or II can be considered for clinical trial with adjuvant 
treatment if available otherwise ongoing surveillance. 
• For stage III disease: 
o Stage IIIA disease: consider imaging and BRAF mutation testing. 
Consider systemic treatment on clinical trial, otherwise surveillance. 
o Resected stage IIIB/C/D disease: imaging to confirm staging and 
BRAF mutation testing. Immunotherapy (anti PD-1) for BRAF WT 
disease, or Dabrafenib (BRAFi) and Trametinib (MEKi) for patients",961
medical_oncology_handbook_june_2020_edition.pdf_88,medical_oncology_handbook_june_2020_edition.pdf,"disease, or Dabrafenib (BRAFi) and Trametinib (MEKi) for patients 
with BRAF V600 mutation. Observation is also an option. Treatment 
subject to ECOG 1 or less. 
o Unresectable stage III disease: treat as unresectable stage IV disease. 
o Consider adjuvant radiotherapy in patients with involved surgical 
margins. 
• Stage IV disease 
o Limited/oligometastatic (resectable) disease. Imaging to confirm 
staging. BRAF mutation testing. LDH. Systemic treatment followed 
by imaging and resection OR resection followed by systemic 
treatment.  
▪ Systemic treatment depending on BRAF and performance 
status.  
▪ Systemic options are the same as resected stage III disease",670
medical_oncology_handbook_june_2020_edition.pdf_89,medical_oncology_handbook_june_2020_edition.pdf,"46 
 
o Disseminated (unresectable) disease. 
▪ In patients without brain metastasis: systemic therapy as 
above, intralesional T-VEC, palliative resection or RT. Best 
supportive care. 
▪ With brain metastasis: Primary RT, Palliative resection with or 
without adjuvant RT, Followed by systemic therapy as above 
or combination immunotherapy in low volume cases.",363
medical_oncology_handbook_june_2020_edition.pdf_90,medical_oncology_handbook_june_2020_edition.pdf,"47 
 
GYNAECOLOGICAL CANCER 
• Ovarian cancer 
Stage 1 - Surgery (adjuvant chemotherapy for high risk patients such as with 
tumour rupture or positive peritoneal washings). 
Stage >/= 2 Debulking surgery, BSO/TAH. 
Post debulking surgery- Carbo AUC 5/6 and Taxol weekly or three weekly (three 
weekly generally preferred).   
Patients who are unfit for surgery can be given neo adjuvant chemotherapy first 
and receive surgery after several cycles of chemotherapy (interval debulking) with 
subsequent adjuvant chemotherapy.  This approach may reduce surgical morbidity 
of debulking procedures without compromising outcomes. 
Intraperitoneal chemotherapy may be used in selected stage3 disease, after 
optimal debulking surgery. 
In patients who have metastatic disease (stage 4) or those who do not achieve 
optimal debulking (residua l disease >1cm), bevacizumab for one year may be 
used on the PBS.   
 
• Relapsed Disease",928
medical_oncology_handbook_june_2020_edition.pdf_91,medical_oncology_handbook_june_2020_edition.pdf,"used on the PBS.   
 
• Relapsed Disease 
Choice of agent may depend upon interval since last exposure to platinum (ie 
platinum sensitive versus resistant). 
Newer agents such as PARP inhibitors may be used depending upon BRCA 
mutation status. 
Protocols include carboplatin/caelyx, carboplatin/gemcitabine and topotecan. 
Cervical cancer 
• Early disease- surgery 
• Locally advanced- chemoradiotherapy with weekly cisplatin, 
• Metastatic- Platinum/ Taxol/ Bevacizumab, Taxol/Topotecan, Gemcitabine.",503
medical_oncology_handbook_june_2020_edition.pdf_92,medical_oncology_handbook_june_2020_edition.pdf,"48 
 
CANCERS OF GENITO URINARY SYSTEM 
PROSTATE CANCER 
Treatment depends on disease stage and hormone sensitivity. 
 
• Early stage disease is treated with surgery, radiotherapy (external beam and/ 
or brachytherapy) or observation. Treatment modality is individualised based 
on several factors: age and co morbidities of the patient, serum PSA level, 
Gleeson score, clinical stage and patient preference based on benefits and 
side effects of therapy. 
For example, a patient with clinically non apparent tumour with Gleason score of 
<6 who has a life expectancy of <10 years could be actively observed without any 
impact on survival. 
For locally advanced inoperable disease, radical radiotherapy cou ld lead to cure. 
Androgen deprivation therapy is sometimes used for short periods  (4-6 months) 
before/concomitantly/ after radiotherapy in selected high-risk patients.  
 
Metastatic disease is incurable and the aims are to prolong survival and improve 
quality of life.",982
medical_oncology_handbook_june_2020_edition.pdf_93,medical_oncology_handbook_june_2020_edition.pdf,"quality of life. 
 
Hormone Sensitive disease: 
• All Hormone sensitive tumours are treated with a GnRH agonist (eg- 
goserelin, leuprorelin). To prevent flare, antiandrogens (eg- flutamide, are 
started 1-2 weeks before the injection and continued for a total of 3-4 weeks). 
Whether anti- androgens are continued beyond that is controversial.  
• Chemotherapy with Docetaxel 75 mg/m2 x 6 doses, can be added to 
hormonal therapy in fit patients with high volume (presence of visceral mets 
or >= 4 bony mets) metastatic disease, as it improves survival significantly 
(CHAARTED, STAMPEDE trials). 
Hormone Refractory disease: 
• Hormone refractory disease includes patients where the disease has 
progressed despite hormonal manipulation.  GnRH agonists are usually 
continued.   
• Chemotherapy improves median survival by up to 3 months and maintains 
improvement in quality of life.  
• Bone metastases are treated with intravenous bisphosphonates (eg-zoledronic",967
medical_oncology_handbook_june_2020_edition.pdf_94,medical_oncology_handbook_june_2020_edition.pdf,"• Bone metastases are treated with intravenous bisphosphonates (eg-zoledronic 
acid) or RANK-ligand inhibitor Denosumab monthly.  For asymptomatic and 
low volume disease, chemotherapy is usually delayed.",204
medical_oncology_handbook_june_2020_edition.pdf_95,medical_oncology_handbook_june_2020_edition.pdf,"49 
 
• Symptomatic metastases or rapid rise in PSA (doubling time of <3 months) 
may be treated with docetaxel (75mg/m2) and prednisone 5 mg BD. On 
progression after docetaxel, newer androgen inhibitors (below) are effective. 
Palliative care is another option. 
• Localised bone pain responds to external beam radiotherapy very well. Men 
with multifocal painful bone metastases and those with persistent or recurrent 
pain despite receiving EBRT to maximal normal tissue tolerance may achieve 
palliation of their symptoms by treatment with bone-targeted radioisotopes 
such as strontium-89. 
Disease progression after chemotherapy : Abiraterone , an andr ogen biosynthesis 
inhibitor or Enzalutamide an androgen receptor signalling inhibitor are effective. Median 
progression free survival and overall survival are better compared to placebo.  
Renal Cell Carcinoma 
• Metastatic renal cell carcinoma with clear cell histology is treated based on",952
medical_oncology_handbook_june_2020_edition.pdf_96,medical_oncology_handbook_june_2020_edition.pdf,"• Metastatic renal cell carcinoma with clear cell histology is treated based on 
risk stratification (example IMDC criteria). 
• Low risk disease can be treated with tyrosine kinase inhibitors Sunitinib or 
Pazopanib. Cabozantinib or Sorafenib can be used after failure of these. 
Sorefenib can also be used for papillary carcinoma. Everolimus and axitinib 
are other second line options available. 
• Intermediate and high-risk disease is treated with combination 
immunotherapy Ipilimumab (anti CTLA4) and Nivolumab (anti PDL-1). 
• Once progressed on first like VEGF TKI, immunotherapy is drug of choice 
for second line treatment. Vice versa if disease progresses on immunotherapy 
then VEGF TKI such as Cabozantinib or Sunitinib or Pazopanib can be used. 
Urinary Bladder Cancer 
• Non-muscle invasive disease is treated with surgery and adjuvant intravesical 
therapies (eg.  BCG or Mitomycin). 
• Muscle invasive disease is treated with surgery. Pre-op Cisplatin based (neo-",981
medical_oncology_handbook_june_2020_edition.pdf_97,medical_oncology_handbook_june_2020_edition.pdf,"• Muscle invasive disease is treated with surgery. Pre-op Cisplatin based (neo-
adjuvant) chemotherapy improves survival.  
• Adjuvant Cisplatin based Chemotherapy is considered for those at high risk 
of recurrence such as T3/T4 tumours, lympho-vascular invasion or positive 
nodes if neo-adjuvant therapy was not given.  
 
Inoperable disease may be managed with: 
• Radiotherapy with or without radio-sensitising chemotherapy with weekly 
cisplatin or mitomycin and infusional 5-Fluorourcil.",494
medical_oncology_handbook_june_2020_edition.pdf_98,medical_oncology_handbook_june_2020_edition.pdf,"50 
 
• Chemotherapy alone (platinum and gemcitabine), or a 
• Palliative care alone. 
 
Metastatic disease is managed with chemotherapy, immunotherapy  or palliative care 
alone.  
Platinum based chemotherapy is usually the first line palliative treatment. One such 
regimen is Carboplatin and Gemcitabine.  
 
Immunotherapy with Pembrolizumab is used as second line treatment after failure of 
platinum-based chemotherapy.",424
